Region,Level,Outcome,Prevention,Outcome Prevalence,Prevention Prevalence,Prevention Rank,Prevention Score,Prediction Accuracy
Torrance,City,ARTHRITIS,SLEEP,17.8,34.4,4,0,0.886738565
Torrance,City,ARTHRITIS,ACCESS2,17.8,7.6,5,0,0.886738565
Torrance,City,BPHIGH,BPMED,26.3,72.2,1,0,0.935843565
Torrance,City,BPHIGH,OBESITY,26.3,18.4,2,0,0.935843565
Torrance,City,BPHIGH,BINGE,26.3,15.8,3,0,0.935843565
Torrance,City,BPHIGH,CHECKUP,26.3,69,4,0,0.935843565
Torrance,City,BPHIGH,DENTAL,26.3,72.7,5,0,0.935843565
Torrance,City,CANCER,CHOLSCREEN,6.2,82.2,1,0,0.831713566
Torrance,City,CANCER,BPMED,6.2,72.2,2,0,0.831713566
Torrance,City,CANCER,MAMMOUSE,6.2,79,3,0,0.831713566
Torrance,City,CANCER,SLEEP,6.2,34.4,4,0,0.831713566
Torrance,City,CANCER,COLON_SCREEN,6.2,68.3,5,0,0.831713566
Torrance,City,CASTHMA,SLEEP,7.1,34.4,1,0,0.868594269
Torrance,City,CASTHMA,CSMOKING,7.1,9.7,2,0,0.868594269
Torrance,City,CASTHMA,COLON_SCREEN,7.1,68.3,3,0,0.868594269
Torrance,City,CASTHMA,COREW,7.1,39.9,4,0,0.868594269
Torrance,City,CASTHMA,OBESITY,7.1,18.4,5,0,0.868594269
Torrance,City,CHD,BPMED,4.6,72.2,1,0,0.840727351
Torrance,City,CHD,DENTAL,4.6,72.7,2,0,0.840727351
Torrance,City,CHD,SLEEP,4.6,34.4,3,0,0.840727351
Torrance,City,CHD,LPA,4.6,15.8,4,0,0.840727351
Torrance,City,CHD,ACCESS2,4.6,7.6,5,0,0.840727351
Torrance,City,COPD,CHOLSCREEN,4.1,82.2,1,0,0.901400731
Torrance,City,COPD,DENTAL,4.1,72.7,2,0,0.901400731
Torrance,City,COPD,CSMOKING,4.1,9.7,3,0,0.901400731
Torrance,City,COPD,LPA,4.1,15.8,4,0,0.901400731
Torrance,City,COPD,ACCESS2,4.1,7.6,5,0,0.901400731
Torrance,City,DIABETES,BPMED,8.7,72.2,1,0,0.934231335
Torrance,City,DIABETES,DENTAL,8.7,72.7,2,0,0.934231335
Torrance,City,DIABETES,CHOLSCREEN,8.7,82.2,3,0,0.934231335
Torrance,City,DIABETES,LPA,8.7,15.8,4,0,0.934231335
Torrance,City,DIABETES,CSMOKING,8.7,9.7,5,0,0.934231335
Torrance,City,HIGHCHOL,BPMED,33.5,72.2,1,0,0.930340498
Torrance,City,HIGHCHOL,CHECKUP,33.5,69,2,0,0.930340498
Torrance,City,HIGHCHOL,LPA,33.5,15.8,3,0,0.930340498
Torrance,City,HIGHCHOL,CHOLSCREEN,33.5,82.2,4,0,0.930340498
Torrance,City,HIGHCHOL,ACCESS2,33.5,7.6,5,0,0.930340498
Torrance,City,KIDNEY,BPMED,2.4,72.2,1,0,0.885832629
Torrance,City,KIDNEY,DENTAL,2.4,72.7,2,0,0.885832629
Torrance,City,KIDNEY,CHOLSCREEN,2.4,82.2,3,0,0.885832629
Torrance,City,KIDNEY,LPA,2.4,15.8,4,0,0.885832629
Torrance,City,KIDNEY,CHECKUP,2.4,69,5,0,0.885832629
Torrance,City,MHLTH,CSMOKING,9,9.7,1,0,0.87986488
Torrance,City,MHLTH,MAMMOUSE,9,79,2,0,0.87986488
Torrance,City,MHLTH,CHECKUP,9,69,3,0,0.87986488
Torrance,City,MHLTH,LPA,9,15.8,4,0,0.87986488
Torrance,City,MHLTH,CHOLSCREEN,9,82.2,5,0,0.87986488
Torrance,City,PHLTH,LPA,9,15.8,1,0,0.92794472
Torrance,City,PHLTH,CHOLSCREEN,9,82.2,2,0,0.92794472
Torrance,City,PHLTH,DENTAL,9,72.7,3,0,0.92794472
Torrance,City,PHLTH,CSMOKING,9,9.7,4,0,0.92794472
Torrance,City,PHLTH,CHECKUP,9,69,5,0,0.92794472
Torrance,City,STROKE,BPMED,2.2,72.2,1,0,0.867507992
Torrance,City,STROKE,DENTAL,2.2,72.7,2,0,0.867507992
Torrance,City,STROKE,CHOLSCREEN,2.2,82.2,3,0,0.867507992
Torrance,City,STROKE,OBESITY,2.2,18.4,4,0,0.867507992
Torrance,City,STROKE,ACCESS2,2.2,7.6,5,0,0.867507992
Torrance,City,TEETHLOST,CSMOKING,6.2,9.7,1,0,0.907248555
Torrance,City,TEETHLOST,DENTAL,6.2,72.7,2,0,0.907248555
Torrance,City,TEETHLOST,LPA,6.2,15.8,3,0,0.907248555
Torrance,City,TEETHLOST,MAMMOUSE,6.2,79,4,0,0.907248555
Torrance,City,TEETHLOST,SLEEP,6.2,34.4,5,0,0.907248555
Tracy,City,ARTHRITIS,BPMED,17.4,66,1,0,0.886738565
Tracy,City,ARTHRITIS,BINGE,17.4,19.7,2,0,0.886738565
Tracy,City,ARTHRITIS,CSMOKING,17.4,14.2,3,0,0.886738565
Tracy,City,ARTHRITIS,SLEEP,17.4,35.6,4,0,0.886738565
Tracy,City,ARTHRITIS,ACCESS2,17.4,12.3,5,0,0.886738565
Tracy,City,BPHIGH,BPMED,25.8,66,1,0,0.935843565
Tracy,City,BPHIGH,OBESITY,25.8,28,2,0,0.935843565
Tracy,City,BPHIGH,BINGE,25.8,19.7,3,0,0.935843565
Tracy,City,BPHIGH,CHECKUP,25.8,62.1,4,0,0.935843565
Tracy,City,BPHIGH,DENTAL,25.8,67.2,5,0,0.935843565
Tracy,City,CANCER,CHOLSCREEN,4.7,73.3,1,0,0.831713566
Tracy,City,CANCER,BPMED,4.7,66,2,0,0.831713566
Tracy,City,CANCER,MAMMOUSE,4.7,81.2,3,0,0.831713566
Tracy,City,CANCER,SLEEP,4.7,35.6,4,0,0.831713566
Tracy,City,CANCER,COLON_SCREEN,4.7,66.8,5,0,0.831713566
Tracy,City,CASTHMA,SLEEP,8.8,35.6,1,0,0.868594269
Tracy,City,CASTHMA,CSMOKING,8.8,14.2,2,0,0.868594269
Tracy,City,CASTHMA,COLON_SCREEN,8.8,66.8,3,0,0.868594269
Tracy,City,CASTHMA,COREW,8.8,31.7,4,0,0.868594269
Tracy,City,CASTHMA,OBESITY,8.8,28,5,0,0.868594269
Tracy,City,CHD,BPMED,4.3,66,1,0,0.840727351
Tracy,City,CHD,DENTAL,4.3,67.2,2,0,0.840727351
Tracy,City,CHD,SLEEP,4.3,35.6,3,0,0.840727351
Tracy,City,CHD,LPA,4.3,20.6,4,0,0.840727351
Tracy,City,CHD,ACCESS2,4.3,12.3,5,0,0.840727351
Tracy,City,COPD,CHOLSCREEN,4.8,73.3,1,0,0.901400731
Tracy,City,COPD,DENTAL,4.8,67.2,2,0,0.901400731
Tracy,City,COPD,CSMOKING,4.8,14.2,3,0,0.901400731
Tracy,City,COPD,LPA,4.8,20.6,4,0,0.901400731
Tracy,City,COPD,ACCESS2,4.8,12.3,5,0,0.901400731
Tracy,City,DIABETES,BPMED,8.6,66,1,0,0.934231335
Tracy,City,DIABETES,DENTAL,8.6,67.2,2,0,0.934231335
Tracy,City,DIABETES,CHOLSCREEN,8.6,73.3,3,0,0.934231335
Tracy,City,DIABETES,LPA,8.6,20.6,4,0,0.934231335
Tracy,City,DIABETES,CSMOKING,8.6,14.2,5,0,0.934231335
Tracy,City,HIGHCHOL,BPMED,31.2,66,1,0,0.930340498
Tracy,City,HIGHCHOL,CHECKUP,31.2,62.1,2,0,0.930340498
Tracy,City,HIGHCHOL,LPA,31.2,20.6,3,0,0.930340498
Tracy,City,HIGHCHOL,CHOLSCREEN,31.2,73.3,4,0,0.930340498
Tracy,City,HIGHCHOL,ACCESS2,31.2,12.3,5,0,0.930340498
Tracy,City,KIDNEY,BPMED,2.4,66,1,0,0.885832629
Tracy,City,KIDNEY,DENTAL,2.4,67.2,2,0,0.885832629
Tracy,City,KIDNEY,CHOLSCREEN,2.4,73.3,3,0,0.885832629
Tracy,City,KIDNEY,LPA,2.4,20.6,4,0,0.885832629
Tracy,City,KIDNEY,CHECKUP,2.4,62.1,5,0,0.885832629
Tracy,City,MHLTH,CSMOKING,12.3,14.2,1,0,0.87986488
Tracy,City,MHLTH,MAMMOUSE,12.3,81.2,2,0,0.87986488
Tracy,City,MHLTH,CHECKUP,12.3,62.1,3,0,0.87986488
Tracy,City,MHLTH,LPA,12.3,20.6,4,0,0.87986488
Tracy,City,MHLTH,CHOLSCREEN,12.3,73.3,5,0,0.87986488
Tracy,City,PHLTH,LPA,11.1,20.6,1,0,0.92794472
Tracy,City,PHLTH,CHOLSCREEN,11.1,73.3,2,0,0.92794472
Tracy,City,PHLTH,DENTAL,11.1,67.2,3,0,0.92794472
Tracy,City,PHLTH,CSMOKING,11.1,14.2,4,0,0.92794472
Tracy,City,PHLTH,CHECKUP,11.1,62.1,5,0,0.92794472
Tracy,City,STROKE,BPMED,2.2,66,1,0,0.867507992
Tracy,City,STROKE,DENTAL,2.2,67.2,2,0,0.867507992
Tracy,City,STROKE,CHOLSCREEN,2.2,73.3,3,0,0.867507992
Tracy,City,STROKE,OBESITY,2.2,28,4,0,0.867507992
Tracy,City,STROKE,ACCESS2,2.2,12.3,5,0,0.867507992
Tracy,City,TEETHLOST,CSMOKING,11.9,14.2,1,0,0.907248555
Tracy,City,TEETHLOST,DENTAL,11.9,67.2,2,0,0.907248555
Tracy,City,TEETHLOST,LPA,11.9,20.6,3,0,0.907248555
Tracy,City,TEETHLOST,MAMMOUSE,11.9,81.2,4,0,0.907248555
Tracy,City,TEETHLOST,SLEEP,11.9,35.6,5,0,0.907248555
Turlock,City,ARTHRITIS,BPMED,20.6,68.1,1,0,0.886738565
Turlock,City,ARTHRITIS,BINGE,20.6,18.3,2,0,0.886738565
Turlock,City,ARTHRITIS,CSMOKING,20.6,15.3,3,0,0.886738565
Turlock,City,ARTHRITIS,SLEEP,20.6,35.1,4,0,0.886738565
Turlock,City,ARTHRITIS,ACCESS2,20.6,13.9,5,0,0.886738565
Turlock,City,BPHIGH,BPMED,28.5,68.1,1,0,0.935843565
Turlock,City,BPHIGH,OBESITY,28.5,29.8,2,0,0.935843565
Turlock,City,BPHIGH,BINGE,28.5,18.3,3,0,0.935843565
Turlock,City,BPHIGH,CHECKUP,28.5,63.9,4,0,0.935843565
Turlock,City,BPHIGH,DENTAL,28.5,63,5,0,0.935843565
Turlock,City,CANCER,CHOLSCREEN,5.9,71.4,1,0,0.831713566
Turlock,City,CANCER,BPMED,5.9,68.1,2,0,0.831713566
Turlock,City,CANCER,MAMMOUSE,5.9,78.2,3,0,0.831713566
Turlock,City,CANCER,SLEEP,5.9,35.1,4,0,0.831713566
Turlock,City,CANCER,COLON_SCREEN,5.9,66.1,5,0,0.831713566
Turlock,City,CASTHMA,SLEEP,9.4,35.1,1,0,0.868594269
Turlock,City,CASTHMA,CSMOKING,9.4,15.3,2,0,0.868594269
Turlock,City,CASTHMA,COLON_SCREEN,9.4,66.1,3,0,0.868594269
Turlock,City,CASTHMA,COREW,9.4,30.6,4,0,0.868594269
Turlock,City,CASTHMA,OBESITY,9.4,29.8,5,0,0.868594269
Turlock,City,CHD,BPMED,5.9,68.1,1,0,0.840727351
Turlock,City,CHD,DENTAL,5.9,63,2,0,0.840727351
Turlock,City,CHD,SLEEP,5.9,35.1,3,0,0.840727351
Turlock,City,CHD,LPA,5.9,23.5,4,0,0.840727351
Turlock,City,CHD,ACCESS2,5.9,13.9,5,0,0.840727351
Turlock,City,COPD,CHOLSCREEN,6.3,71.4,1,0,0.901400731
Turlock,City,COPD,DENTAL,6.3,63,2,0,0.901400731
Turlock,City,COPD,CSMOKING,6.3,15.3,3,0,0.901400731
Turlock,City,COPD,LPA,6.3,23.5,4,0,0.901400731
Turlock,City,COPD,ACCESS2,6.3,13.9,5,0,0.901400731
Turlock,City,DIABETES,BPMED,9.8,68.1,1,0,0.934231335
Turlock,City,DIABETES,DENTAL,9.8,63,2,0,0.934231335
Turlock,City,DIABETES,CHOLSCREEN,9.8,71.4,3,0,0.934231335
Turlock,City,DIABETES,LPA,9.8,23.5,4,0,0.934231335
Turlock,City,DIABETES,CSMOKING,9.8,15.3,5,0,0.934231335
Turlock,City,HIGHCHOL,BPMED,33.8,68.1,1,0,0.930340498
Turlock,City,HIGHCHOL,CHECKUP,33.8,63.9,2,0,0.930340498
Turlock,City,HIGHCHOL,LPA,33.8,23.5,3,0,0.930340498
Turlock,City,HIGHCHOL,CHOLSCREEN,33.8,71.4,4,0,0.930340498
Turlock,City,HIGHCHOL,ACCESS2,33.8,13.9,5,0,0.930340498
Turlock,City,KIDNEY,BPMED,2.9,68.1,1,0,0.885832629
Turlock,City,KIDNEY,DENTAL,2.9,63,2,0,0.885832629
Turlock,City,KIDNEY,CHOLSCREEN,2.9,71.4,3,0,0.885832629
Turlock,City,KIDNEY,LPA,2.9,23.5,4,0,0.885832629
Turlock,City,KIDNEY,CHECKUP,2.9,63.9,5,0,0.885832629
Turlock,City,MHLTH,CSMOKING,13.4,15.3,1,0,0.87986488
Turlock,City,MHLTH,MAMMOUSE,13.4,78.2,2,0,0.87986488
Turlock,City,MHLTH,CHECKUP,13.4,63.9,3,0,0.87986488
Turlock,City,MHLTH,LPA,13.4,23.5,4,0,0.87986488
Turlock,City,MHLTH,CHOLSCREEN,13.4,71.4,5,0,0.87986488
Turlock,City,PHLTH,LPA,12.7,23.5,1,0,0.92794472
Turlock,City,PHLTH,CHOLSCREEN,12.7,71.4,2,0,0.92794472
Turlock,City,PHLTH,DENTAL,12.7,63,3,0,0.92794472
Turlock,City,PHLTH,CSMOKING,12.7,15.3,4,0,0.92794472
Turlock,City,PHLTH,CHECKUP,12.7,63.9,5,0,0.92794472
Turlock,City,STROKE,BPMED,3,68.1,1,0,0.867507992
Turlock,City,STROKE,DENTAL,3,63,2,0,0.867507992
Turlock,City,STROKE,CHOLSCREEN,3,71.4,3,0,0.867507992
Turlock,City,STROKE,OBESITY,3,29.8,4,0,0.867507992
Turlock,City,STROKE,ACCESS2,3,13.9,5,0,0.867507992
Turlock,City,TEETHLOST,CSMOKING,14.9,15.3,1,0,0.907248555
Turlock,City,TEETHLOST,DENTAL,14.9,63,2,0,0.907248555
Turlock,City,TEETHLOST,LPA,14.9,23.5,3,0,0.907248555
Turlock,City,TEETHLOST,MAMMOUSE,14.9,78.2,4,0,0.907248555
Turlock,City,TEETHLOST,SLEEP,14.9,35.1,5,0,0.907248555
Tustin,City,ARTHRITIS,BPMED,15.3,66.4,1,0,0.886738565
Tustin,City,ARTHRITIS,BINGE,15.3,16.8,2,0,0.886738565
Tustin,City,ARTHRITIS,CSMOKING,15.3,12.5,3,0,0.886738565
Tustin,City,ARTHRITIS,SLEEP,15.3,33,4,0,0.886738565
Tustin,City,ARTHRITIS,ACCESS2,15.3,12.7,5,0,0.886738565
Tustin,City,BPHIGH,BPMED,23.1,66.4,1,0,0.935843565
Tustin,City,BPHIGH,OBESITY,23.1,21.6,2,0,0.935843565
Tustin,City,BPHIGH,BINGE,23.1,16.8,3,0,0.935843565
Tustin,City,BPHIGH,CHECKUP,23.1,64.4,4,0,0.935843565
Tustin,City,BPHIGH,DENTAL,23.1,66.4,5,0,0.935843565
Tustin,City,CANCER,CHOLSCREEN,4.7,73.3,1,0,0.831713566
Tustin,City,CANCER,BPMED,4.7,66.4,2,0,0.831713566
Tustin,City,CANCER,MAMMOUSE,4.7,79.6,3,0,0.831713566
Tustin,City,CANCER,SLEEP,4.7,33,4,0,0.831713566
Tustin,City,CANCER,COLON_SCREEN,4.7,67,5,0,0.831713566
Tustin,City,CASTHMA,SLEEP,8,33,1,0,0.868594269
Tustin,City,CASTHMA,CSMOKING,8,12.5,2,0,0.868594269
Tustin,City,CASTHMA,COLON_SCREEN,8,67,3,0,0.868594269
Tustin,City,CASTHMA,COREW,8,33.2,4,0,0.868594269
Tustin,City,CASTHMA,OBESITY,8,21.6,5,0,0.868594269
Tustin,City,CHD,BPMED,4.2,66.4,1,0,0.840727351
Tustin,City,CHD,DENTAL,4.2,66.4,2,0,0.840727351
Tustin,City,CHD,SLEEP,4.2,33,3,0,0.840727351
Tustin,City,CHD,LPA,4.2,18,4,0,0.840727351
Tustin,City,CHD,ACCESS2,4.2,12.7,5,0,0.840727351
Tustin,City,COPD,CHOLSCREEN,4.4,73.3,1,0,0.901400731
Tustin,City,COPD,DENTAL,4.4,66.4,2,0,0.901400731
Tustin,City,COPD,CSMOKING,4.4,12.5,3,0,0.901400731
Tustin,City,COPD,LPA,4.4,18,4,0,0.901400731
Tustin,City,COPD,ACCESS2,4.4,12.7,5,0,0.901400731
Tustin,City,DIABETES,BPMED,8.4,66.4,1,0,0.934231335
Tustin,City,DIABETES,DENTAL,8.4,66.4,2,0,0.934231335
Tustin,City,DIABETES,CHOLSCREEN,8.4,73.3,3,0,0.934231335
Tustin,City,DIABETES,LPA,8.4,18,4,0,0.934231335
Tustin,City,DIABETES,CSMOKING,8.4,12.5,5,0,0.934231335
Tustin,City,HIGHCHOL,BPMED,31.5,66.4,1,0,0.930340498
Tustin,City,HIGHCHOL,CHECKUP,31.5,64.4,2,0,0.930340498
Tustin,City,HIGHCHOL,LPA,31.5,18,3,0,0.930340498
Tustin,City,HIGHCHOL,CHOLSCREEN,31.5,73.3,4,0,0.930340498
Tustin,City,HIGHCHOL,ACCESS2,31.5,12.7,5,0,0.930340498
Tustin,City,KIDNEY,BPMED,2.3,66.4,1,0,0.885832629
Tustin,City,KIDNEY,DENTAL,2.3,66.4,2,0,0.885832629
Tustin,City,KIDNEY,CHOLSCREEN,2.3,73.3,3,0,0.885832629
Tustin,City,KIDNEY,LPA,2.3,18,4,0,0.885832629
Tustin,City,KIDNEY,CHECKUP,2.3,64.4,5,0,0.885832629
Tustin,City,MHLTH,CSMOKING,10.9,12.5,1,0,0.87986488
Tustin,City,MHLTH,MAMMOUSE,10.9,79.6,2,0,0.87986488
Tustin,City,MHLTH,CHECKUP,10.9,64.4,3,0,0.87986488
Tustin,City,MHLTH,LPA,10.9,18,4,0,0.87986488
Tustin,City,MHLTH,CHOLSCREEN,10.9,73.3,5,0,0.87986488
Tustin,City,PHLTH,LPA,10.5,18,1,0,0.92794472
Tustin,City,PHLTH,CHOLSCREEN,10.5,73.3,2,0,0.92794472
Tustin,City,PHLTH,DENTAL,10.5,66.4,3,0,0.92794472
Tustin,City,PHLTH,CSMOKING,10.5,12.5,4,0,0.92794472
Tustin,City,PHLTH,CHECKUP,10.5,64.4,5,0,0.92794472
Tustin,City,STROKE,BPMED,2.1,66.4,1,0,0.867507992
Tustin,City,STROKE,DENTAL,2.1,66.4,2,0,0.867507992
Tustin,City,STROKE,CHOLSCREEN,2.1,73.3,3,0,0.867507992
Tustin,City,STROKE,OBESITY,2.1,21.6,4,0,0.867507992
Tustin,City,STROKE,ACCESS2,2.1,12.7,5,0,0.867507992
Tustin,City,TEETHLOST,CSMOKING,9.7,12.5,1,0,0.907248555
Tustin,City,TEETHLOST,DENTAL,9.7,66.4,2,0,0.907248555
Tustin,City,TEETHLOST,LPA,9.7,18,3,0,0.907248555
Tustin,City,TEETHLOST,MAMMOUSE,9.7,79.6,4,0,0.907248555
Tustin,City,TEETHLOST,SLEEP,9.7,33,5,0,0.907248555
Union City,City,ARTHRITIS,BPMED,16,71.8,1,0,0.886738565
Union City,City,ARTHRITIS,BINGE,16,15.5,2,0,0.886738565
Union City,City,ARTHRITIS,CSMOKING,16,11.9,3,0,0.886738565
Union City,City,ARTHRITIS,SLEEP,16,36.5,4,0,0.886738565
Union City,City,ARTHRITIS,ACCESS2,16,10.3,5,0,0.886738565
Union City,City,BPHIGH,BPMED,25,71.8,1,0,0.935843565
Union City,City,BPHIGH,OBESITY,25,17.1,2,0,0.935843565
Union City,City,BPHIGH,BINGE,25,15.5,3,0,0.935843565
Union City,City,BPHIGH,CHECKUP,25,66.4,4,0,0.935843565
Union City,City,BPHIGH,DENTAL,25,66.7,5,0,0.935843565
Union City,City,CANCER,CHOLSCREEN,4.7,75.6,1,0,0.831713566
Union City,City,CANCER,BPMED,4.7,71.8,2,0,0.831713566
Union City,City,CANCER,MAMMOUSE,4.7,77.9,3,0,0.831713566
Union City,City,CANCER,SLEEP,4.7,36.5,4,0,0.831713566
Union City,City,CANCER,COLON_SCREEN,4.7,67.4,5,0,0.831713566
Union City,City,CASTHMA,SLEEP,7.5,36.5,1,0,0.868594269
Union City,City,CASTHMA,CSMOKING,7.5,11.9,2,0,0.868594269
Union City,City,CASTHMA,COLON_SCREEN,7.5,67.4,3,0,0.868594269
Union City,City,CASTHMA,COREW,7.5,32.7,4,0,0.868594269
Union City,City,CASTHMA,OBESITY,7.5,17.1,5,0,0.868594269
Union City,City,CHD,BPMED,4.2,71.8,1,0,0.840727351
Union City,City,CHD,DENTAL,4.2,66.7,2,0,0.840727351
Union City,City,CHD,SLEEP,4.2,36.5,3,0,0.840727351
Union City,City,CHD,LPA,4.2,19.3,4,0,0.840727351
Union City,City,CHD,ACCESS2,4.2,10.3,5,0,0.840727351
Union City,City,COPD,CHOLSCREEN,3.7,75.6,1,0,0.901400731
Union City,City,COPD,DENTAL,3.7,66.7,2,0,0.901400731
Union City,City,COPD,CSMOKING,3.7,11.9,3,0,0.901400731
Union City,City,COPD,LPA,3.7,19.3,4,0,0.901400731
Union City,City,COPD,ACCESS2,3.7,10.3,5,0,0.901400731
Union City,City,DIABETES,BPMED,9.7,71.8,1,0,0.934231335
Union City,City,DIABETES,DENTAL,9.7,66.7,2,0,0.934231335
Union City,City,DIABETES,CHOLSCREEN,9.7,75.6,3,0,0.934231335
Union City,City,DIABETES,LPA,9.7,19.3,4,0,0.934231335
Union City,City,DIABETES,CSMOKING,9.7,11.9,5,0,0.934231335
Union City,City,HIGHCHOL,BPMED,31.4,71.8,1,0,0.930340498
Union City,City,HIGHCHOL,CHECKUP,31.4,66.4,2,0,0.930340498
Union City,City,HIGHCHOL,LPA,31.4,19.3,3,0,0.930340498
Union City,City,HIGHCHOL,CHOLSCREEN,31.4,75.6,4,0,0.930340498
Union City,City,HIGHCHOL,ACCESS2,31.4,10.3,5,0,0.930340498
Union City,City,KIDNEY,BPMED,2.3,71.8,1,0,0.885832629
Union City,City,KIDNEY,DENTAL,2.3,66.7,2,0,0.885832629
Union City,City,KIDNEY,CHOLSCREEN,2.3,75.6,3,0,0.885832629
Union City,City,KIDNEY,LPA,2.3,19.3,4,0,0.885832629
Union City,City,KIDNEY,CHECKUP,2.3,66.4,5,0,0.885832629
Union City,City,MHLTH,CSMOKING,9.6,11.9,1,0,0.87986488
Union City,City,MHLTH,MAMMOUSE,9.6,77.9,2,0,0.87986488
Union City,City,MHLTH,CHECKUP,9.6,66.4,3,0,0.87986488
Union City,City,MHLTH,LPA,9.6,19.3,4,0,0.87986488
Union City,City,MHLTH,CHOLSCREEN,9.6,75.6,5,0,0.87986488
Union City,City,PHLTH,LPA,9.1,19.3,1,0,0.92794472
Union City,City,PHLTH,CHOLSCREEN,9.1,75.6,2,0,0.92794472
Union City,City,PHLTH,DENTAL,9.1,66.7,3,0,0.92794472
Union City,City,PHLTH,CSMOKING,9.1,11.9,4,0,0.92794472
Union City,City,PHLTH,CHECKUP,9.1,66.4,5,0,0.92794472
Union City,City,STROKE,BPMED,2.1,71.8,1,0,0.867507992
Union City,City,STROKE,DENTAL,2.1,66.7,2,0,0.867507992
Union City,City,STROKE,CHOLSCREEN,2.1,75.6,3,0,0.867507992
Union City,City,STROKE,OBESITY,2.1,17.1,4,0,0.867507992
Union City,City,STROKE,ACCESS2,2.1,10.3,5,0,0.867507992
Union City,City,TEETHLOST,CSMOKING,8.6,11.9,1,0,0.907248555
Union City,City,TEETHLOST,DENTAL,8.6,66.7,2,0,0.907248555
Union City,City,TEETHLOST,LPA,8.6,19.3,3,0,0.907248555
Union City,City,TEETHLOST,MAMMOUSE,8.6,77.9,4,0,0.907248555
Union City,City,TEETHLOST,SLEEP,8.6,36.5,5,0,0.907248555
Upland,City,ARTHRITIS,BPMED,19.8,69.7,1,0,0.886738565
Upland,City,ARTHRITIS,BINGE,19.8,17.6,2,0,0.886738565
Upland,City,ARTHRITIS,CSMOKING,19.8,13.5,3,0,0.886738565
Upland,City,ARTHRITIS,SLEEP,19.8,36.6,4,0,0.886738565
Upland,City,ARTHRITIS,ACCESS2,19.8,12,5,0,0.886738565
Upland,City,BPHIGH,BPMED,29.1,69.7,1,0,0.935843565
Upland,City,BPHIGH,OBESITY,29.1,25.1,2,0,0.935843565
Upland,City,BPHIGH,BINGE,29.1,17.6,3,0,0.935843565
Upland,City,BPHIGH,CHECKUP,29.1,66.4,4,0,0.935843565
Upland,City,BPHIGH,DENTAL,29.1,65.6,5,0,0.935843565
Upland,City,CANCER,CHOLSCREEN,5.7,76.6,1,0,0.831713566
Upland,City,CANCER,BPMED,5.7,69.7,2,0,0.831713566
Upland,City,CANCER,MAMMOUSE,5.7,82.1,3,0,0.831713566
Upland,City,CANCER,SLEEP,5.7,36.6,4,0,0.831713566
Upland,City,CANCER,COLON_SCREEN,5.7,66.6,5,0,0.831713566
Upland,City,CASTHMA,SLEEP,9,36.6,1,0,0.868594269
Upland,City,CASTHMA,CSMOKING,9,13.5,2,0,0.868594269
Upland,City,CASTHMA,COLON_SCREEN,9,66.6,3,0,0.868594269
Upland,City,CASTHMA,COREW,9,32.3,4,0,0.868594269
Upland,City,CASTHMA,OBESITY,9,25.1,5,0,0.868594269
Upland,City,CHD,BPMED,5.3,69.7,1,0,0.840727351
Upland,City,CHD,DENTAL,5.3,65.6,2,0,0.840727351
Upland,City,CHD,SLEEP,5.3,36.6,3,0,0.840727351
Upland,City,CHD,LPA,5.3,19.5,4,0,0.840727351
Upland,City,CHD,ACCESS2,5.3,12,5,0,0.840727351
Upland,City,COPD,CHOLSCREEN,5.4,76.6,1,0,0.901400731
Upland,City,COPD,DENTAL,5.4,65.6,2,0,0.901400731
Upland,City,COPD,CSMOKING,5.4,13.5,3,0,0.901400731
Upland,City,COPD,LPA,5.4,19.5,4,0,0.901400731
Upland,City,COPD,ACCESS2,5.4,12,5,0,0.901400731
Upland,City,DIABETES,BPMED,9.5,69.7,1,0,0.934231335
Upland,City,DIABETES,DENTAL,9.5,65.6,2,0,0.934231335
Upland,City,DIABETES,CHOLSCREEN,9.5,76.6,3,0,0.934231335
Upland,City,DIABETES,LPA,9.5,19.5,4,0,0.934231335
Upland,City,DIABETES,CSMOKING,9.5,13.5,5,0,0.934231335
Upland,City,HIGHCHOL,BPMED,35,69.7,1,0,0.930340498
Upland,City,HIGHCHOL,CHECKUP,35,66.4,2,0,0.930340498
Upland,City,HIGHCHOL,LPA,35,19.5,3,0,0.930340498
Upland,City,HIGHCHOL,CHOLSCREEN,35,76.6,4,0,0.930340498
Upland,City,HIGHCHOL,ACCESS2,35,12,5,0,0.930340498
Upland,City,KIDNEY,BPMED,2.8,69.7,1,0,0.885832629
Upland,City,KIDNEY,DENTAL,2.8,65.6,2,0,0.885832629
Upland,City,KIDNEY,CHOLSCREEN,2.8,76.6,3,0,0.885832629
Upland,City,KIDNEY,LPA,2.8,19.5,4,0,0.885832629
Upland,City,KIDNEY,CHECKUP,2.8,66.4,5,0,0.885832629
Upland,City,MHLTH,CSMOKING,11.9,13.5,1,0,0.87986488
Upland,City,MHLTH,MAMMOUSE,11.9,82.1,2,0,0.87986488
Upland,City,MHLTH,CHECKUP,11.9,66.4,3,0,0.87986488
Upland,City,MHLTH,LPA,11.9,19.5,4,0,0.87986488
Upland,City,MHLTH,CHOLSCREEN,11.9,76.6,5,0,0.87986488
Upland,City,PHLTH,LPA,11.6,19.5,1,0,0.92794472
Upland,City,PHLTH,CHOLSCREEN,11.6,76.6,2,0,0.92794472
